"lat","lon","rssi_1_1","rssi_1_2","rssi_1_3","rssi_2_1","rssi_2_2","rssi_2_3","rssi_3_1","rssi_3_2","rssi_3_3","delay_1","delay_2","delay_3","pontoId"
-8.04642,-34.95331,-90.09,-90.52,-78.3671428571429,-93.84,-90.83,-90.1385714285714,-83.7116666666667,-104.266,-97.22,2,5,5,9664
-8.05662,-34.95526,-95.2757142857143,-99.86,-93.9542857142857,-98.32,-91.8025,-90.8414285714286,-83.9966666666667,-68.106,-82.84,6,5,1,6776
-8.05618,-34.95733,-90.1957142857143,-99.2842857142857,-91.99,-101.055,-92.8475,-94.5971428571429,-86.3066666666667,-74.08,-73.91,7,6,0,6866
-8.05191,-34.94758,-92.4628571428571,-93.98,-93.4114285714286,-60.78,-78.854,-82.22,-87.9866666666667,-97.146,-97.6,5,1,5,8202
-8.04696,-34.95059,-83.64,-85.83,-89.02,-93.8533333333333,-94.7625,-86.27,-90,-99.034,-94.4075,2,4,5,9534
-8.04974,-34.9595,-84.9357142857143,-94.0842857142857,-83.87,-100.68,-97.8975,-93.0942857142857,-82.5833333333333,-102.688,-87.83,5,7,3,8868
-8.05345,-34.9487,-84.6271428571429,-87.4928571428571,-88.4542857142857,-72.58,-86.72,-77.2642857142857,-90.44,-91.502,-97.255,5,2,4,7729
-8.05512,-34.95287,-93.3728571428572,-95.1028571428571,-94.5728571428571,-97.78,-93.69,-89.45,-84.1916666666667,-81.104,-98.4225,6,4,2,7370
-8.05023,-34.95959,-81.95,-97.2514285714286,-84.2728571428571,-98.7733333333333,-97.725,-93.81,-83.05,-102.688,-87.71,5,7,3,8769
-8.05201,-34.95163,-80.9714285714286,-90.2571428571429,-82.5,-94.01,-90.49,-90.4857142857143,-91.4133333333333,-93.176,-95.605,4,3,3,8121
-8.05344,-34.95573,-86.8614285714286,-96.3785714285714,-88.28,-100.565,-100.04,-96.3214285714286,-63.7933333333333,-82.07,-90.97,5,5,1,7730
-8.04955,-34.95306,-79.8957142857143,-94.1171428571429,-84.44,-86.76,-94.7325,-86.5426190476191,-97.63,-96.186,-96.2825,3,4,4,8915
-8.05717,-34.95404,-90.1728571428572,-95.9885714285714,-88.65,-98.7883333333333,-89.5,-97.85,-92.6166666666667,-73.742,-96.86,7,5,2,6753
-8.05187,-34.94788,-92.0185714285714,-88.64,-88.5828571428572,-49.25,-71.6175,-69.63,-90.3266666666667,-97.924,-97.6,4,2,5,8230
-8.05511,-34.953,-92.48,-95.4357142857143,-94.5728571428571,-99.73,-96.1125,-99.11,-84.0666666666667,-81.104,-98.54,6,4,2,7374
-8.05342,-34.95972,-89.8257142857143,-99.6357142857143,-85.8342857142857,-98.2483333333333,-98.2575,-97.97,-81.955,-93.052,-63.83,6,7,1,7734
-8.04758,-34.95404,-77.7114285714286,-87.59,-77.5575,-101.82,-88.47,-91.645,-80.2794444444445,-102.828,-97.8275,2,5,4,9430
-8.04677,-34.94515,-89.8114285714286,-90.414693877551,-92.2535714285714,-87.9,-90.9375,-78.813373015873,-88.4648333333333,-80.7506666666667,-96.92,4,3,7,9551
-8.05046,-34.95402,-89.52,-98.4607142857143,-83.07,-98.0766666666667,-94.65,-95.7025,-83.87,-97.33,-98.1075,3,5,3,8709
-8.05348,-34.9465,-85.99,-86.7114285714286,-84.4657142857143,-65.92,-70.9175,-91.99,-90.685,-86.816,-97.255,5,1,5,7724
-8.05196,-34.94678,-90.09,-89.6885714285714,-90.1371428571429,-61.77,-80.67,-87.39,-91.7416666666667,-94.502,-97.6,5,1,5,8167
-8.05206,-34.95008,-91.8171428571429,-88.51,-93.5128571428571,-83.94,-93.1675,-85.45,-93.2583333333333,-95.754,-93.97,4,3,4,8095
-8.05525,-34.95369,-89.5985714285714,-96.14,-88.03,-86.22,-92.73,-93.8471428571429,-82.075,-80.47,-97.3875,6,4,2,7300
-8.0549,-34.95363,-90.5271428571428,-95.3728571428571,-80.26,-98.73,-90.6525,-91.2228571428572,-90.4483333333333,-82.81,-96.49,5,4,2,7406
-8.05474,-34.95363,-92.02,-96.09,-89.83,-93.655,-90.27,-90.3157142857143,-92.13,-85.564,-96.2725,5,4,2,7427
-8.05795,-34.95149,-96,-92.43,-92.0042857142857,-95.825,-80.77,-86.1371428571429,-92.185,-78.07,-96.2325,7,4,3,6723
-8.05625,-34.95507,-94.8142857142857,-97.7914285714286,-93.0428571428572,-96.6,-90.9425,-90.6628571428571,-83.0883333333333,-68.544,-90.16,6,5,1,6850
-8.04751,-34.94759,-99.15,-77,-97.5914285714286,-97.46,-98.8375,-97.59,-99.5066666666667,-101.62,-94.4075,3,3,6,9438
-8.05475,-34.94652,-79.61,-82.2907142857143,-78.42,-61.04,-59.92,-72.7242857142857,-89.4516666666667,-88.616,-97.255,6,1,5,7425
-8.04643,-34.95012,-91.44,-73.08,-74.58,-93.97,-94.1525,-94.22,-90.5533333333333,-98.898,-94.4075,2,4,6,9652
-8.05195,-34.95262,-82.65,-92.7485714285715,-79.94,-90.14,-88.9125,-93.5642857142857,-88.17,-93.826,-95.605,4,4,3,8170
-8.05192,-34.95301,-83.4414285714286,-92.6014285714286,-76.63,-93.01,-86.315,-94.7414285714286,-87.7583333333333,-95.56,-95.605,4,4,3,8192
-8.05041,-34.95485,-82.2814285714286,-99.0082142857143,-81.96,-99.9291666666667,-98.14875,-90.3078571428571,-85.4738888888889,-100.240666666667,-95.1425,4,5,3,8730
-8.05128,-34.9551,-84.0014285714286,-99.5096428571429,-87.3614285714286,-99.73,-92.5975,-91.0714285714286,-74.1666666666667,-93.69,-99.8,4,5,2,8485
-8.05136,-34.95138,-84.72,-91.0357142857143,-85.9685714285714,-87.47,-89.16,-89.4228571428572,-88.08,-95.462,-95.1975,4,3,4,8458
-8.05529,-34.95128,-90.1114285714286,-91.8871428571428,-87.09,-89.72,-86.0675,-84.1933333333333,-90.0483333333333,-83.83,-96.7,6,3,3,7284
-8.05202,-34.95696,-89.03,-97.5871428571429,-90.05,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-95.63,-84.91,5,6,2,8110
-8.05543,-34.95053,-91.4642857142857,-91.97,-91.6666666666667,-86.34,-83.4025,-81.2314285714286,-89.4841666666667,-85.332,-96.3725,6,3,3,7198
-8.05222,-34.94803,-89.43,-87.49,-92.3,-64.42,-77.9275,-79.9614285714286,-89.01,-90.792,-97.6,5,2,5,8015
-8.05862,-34.94928,-91.8014285714286,-96.94,-91.8728571428571,-94.93,-89.5858333333333,-84.1771428571429,-92.23,-85.632,-95.8575,7,3,4,6682
-8.04846,-34.95962,-77.7,-88.9471428571429,-65.14,-90.9033333333333,-84.64,-93.4357142857143,-82.8316666666667,-106.544,-84.58,4,7,3,9232
-8.05543,-34.95622,-88.2209523809524,-98.5685714285714,-90.1217857142857,-96.4316666666667,-93.13,-93.4514285714286,-87.905,-74.4264,-95.5417857142857,6,6,1,7193
-8.04846,-34.95225,-67.01,-82.95,-65.57,-87.4883333333333,-83.39,-87.9657142857143,-89.1866666666667,-98.012,-96.7175,2,4,4,9235
-8.04886,-34.95039,-87.4,-86.6171428571429,-87.4071428571428,-82.76,-91.5525,-85.5671428571429,-93.45,-97.496,-96.7925,3,3,5,9074
-8.04961,-34.9548,-80.2464285714286,-97.5721428571429,-81.12,-97.72,-103.85,-93.7371428571429,-80.885,-99.9346666666667,-99.49,3,5,3,8896
-8.05593,-34.95503,-91.28,-97.7914285714286,-93.75,-96.9383333333333,-90.86,-89.5542857142857,-77.94,-76.456,-93.7425,6,5,1,6916
-8.05546,-34.95611,-87.5871428571429,-98.5685714285714,-89.01,-96.1066666666667,-92.635,-91.41,-86.7683333333333,-76.8764,-94.03,6,6,1,7165
-8.04645,-34.94644,-92.0314285714286,-87.8185714285714,-92.83875,-96.6816666666667,-103.015,-91.35,-96.39,-85.004,-94.6125,3,3,7,9627
-8.05034,-34.95961,-98.35,-97.2514285714286,-83.01,-96.475,-96.555,-93.96,-83.05,-102.688,-79.52,5,7,2,8748
-8.05202,-34.95075,-88.5,-90.2,-84.76,-87.76,-91.3325,-87.6114285714286,-95.3216666666667,-95.396,-95.605,4,3,4,8119
-8.04817,-34.9593,-76.2557142857143,-89.95,-73.76,-96.4233333333333,-93.65,-94.8553571428572,-89.06,-106.544,-81.83,4,7,3,9317
-8.05152,-34.95011,-93.5414285714286,-94.0857142857143,-94.0285714285715,-83.09,-81.47,-86.7028571428572,-94.1316666666667,-95.754,-97.2725,4,3,4,8396
-8.05421,-34.95705,-89.9357142857143,-99.4185714285714,-90.6342857142857,-103.375833333333,-101.565,-95.78,-69.036,-88.874,-87.1275,6,6,1,7572
-8.0555,-34.9537,-88.8628571428571,-96.38,-92.5485714285714,-99.61,-90.1225,-94.09,-77.625,-91.63,-90.945,6,4,2,7140
-8.05021,-34.95478,-81.4337142857143,-98.2553571428572,-84.39,-101.535,-98.14875,-90.6569047619048,-80.6172222222222,-99.9346666666667,-97.435,3,5,3,8772
-8.05244,-34.95544,-86.99,-97.0071428571429,-90.5914285714286,-98.33,-94.1125,-93.2085714285714,-62.75,-80.94,-89.4525,5,5,2,7920
-8.05513,-34.9532,-89.16,-95.5728571428572,-92.97,-94.8183333333333,-94.985,-95.79,-83.94,-84.63,-97.28,6,4,2,7363
-8.05806,-34.95115,-96.1657142857143,-91.94,-92.6342857142857,-95.825,-80.4925,-93.78,-93.295,-94.14,-96.2325,7,4,3,6719
-8.0485,-34.95169,-79.32,-95.46,-85.5414285714286,-87.26,-96.59,-88.34,-87.9133333333333,-98.012,-98.6525,2,4,4,9211
-8.05139,-34.95985,-85.3714285714286,-95.7014285714286,-82.7085714285714,-101.56,-98.405,-92.1503571428571,-88.37,-99.194,-83.08,5,7,2,8446
-8.05104,-34.95947,-83.9357142857143,-95.0071428571429,-90.53,-99.26,-94.9675,-88.9514285714286,-85.83,-99.194,-82.1,5,7,2,8556
-8.05212,-34.94885,-86.5957142857143,-91.6085714285714,-89.59,-68.28,-88.525,-75.53,-91.075,-93.432,-97.6,4,2,5,8071
-8.04953,-34.95366,-78.4585714285714,-93.96,-87.08,-91.27,-93.23,-89.11,-93.7516666666667,-96.3006666666667,-97.445,3,5,3,8922
-8.05247,-34.94664,-91.07,-89.4314285714286,-89.3342857142857,-51.78,-74.35,-83.1714285714286,-90.6333333333333,-91.054,-97.255,5,1,5,7917
-8.05592,-34.95639,-87.78,-99.1157142857143,-90.0642857142857,-97.9633333333333,-92.505,-89.03,-85.64,-75.612,-87.91,6,6,1,6919
-8.04701,-34.94758,-101.18,-85.4142857142857,-98.53,-85.755,-96.9,-97.4207142857143,-89.99,-101.806,-94.4075,3,3,6,9525
-8.05049,-34.95413,-92.15,-98.4607142857143,-94.33,-100.445,-97.775,-89.02,-88.5333333333333,-96.5766666666667,-100.835,3,5,3,8697
-8.05902,-34.94623,-92.12,-86.5014285714286,-91.49,-93.0216666666667,-73.2025,-68.9357142857143,-87.84,-90.5772727272727,-95.8575,8,3,6,6654
-8.05574,-34.95501,-93.8242857142857,-97.7914285714286,-94.49,-96.455,-92.6075,-91.1971428571429,-77.63,-73.38,-92.615,6,5,1,6965
-8.05858,-34.9494,-91.8014285714286,-92.7757142857143,-93.93,-96.2466666666667,-92.37,-86.4971428571429,-91.915,-83.34,-95.8575,7,3,4,6686
-8.04858,-34.95105,-82.78625,-91.2657142857143,-84.89,-83.13,-91.9475,-84.7,-89.9866666666667,-98.012,-98.7325,2,4,5,9158
-8.04899,-34.95299,-77.44,-84.5,-72.2214285714286,-91.01,-86.39,-87.6757142857143,-92.765,-99.226,-96.7675,3,4,4,9045
-8.05181,-34.94783,-92.6785714285714,-93.5,-89.4328571428572,-60.19,-72.3875,-70.94,-90.6716666666667,-97.924,-97.6,4,2,5,8268
-8.04989,-34.95469,-80.625,-98.2371428571429,-84.1709523809524,-101.535,-97.4725,-95.22,-85,-99.9346666666667,-95.98,3,5,3,8833
-8.04675,-34.94515,-89.8114285714286,-89.34,-92.2535714285714,-89.59,-90.9375,-70.83,-88.4648333333333,-80.7506666666667,-96.92,4,3,7,9554
-8.05537,-34.95088,-90.56,-91.8871428571429,-92.77,-82.7,-81.49375,-83.6461904761905,-87.6183333333333,-78.767,-96.3725,6,3,3,7237
-8.05157,-34.94772,-94.1071428571429,-91.4242857142857,-95.8114285714286,-71.96,-87.01,-90.5428571428571,-95.1083333333333,-97.924,-97.6,4,2,5,8379
-8.05661,-34.95522,-95.2757142857143,-99.0514285714286,-93.9542857142857,-98.32,-91.8025,-89.53,-83.9966666666667,-65.07,-87.7225,6,5,1,6780
-8.04837,-34.95071,-82.3971428571429,-77.01,-80.76,-91.96,-90.4,-86.8847619047619,-90.9166666666667,-98.012,-96.7925,2,4,5,9272
-8.05044,-34.95421,-95.02,-98.4607142857143,-83.7,-99.04,-97.775,-94.3495238095238,-88.5333333333333,-96.5766666666667,-100.835,3,5,3,8723
-8.05554,-34.95372,-88.4742857142857,-96.38,-92.22,-95.48,-90.36,-94.09,-77.625,-77.114,-90.945,6,4,2,7102
-8.05126,-34.95321,-89.8142857142857,-94.2014285714286,-84.9214285714286,-89.22,-94.98,-86.4257142857143,-91.07,-98.41,-97.195,4,4,3,8492
-8.04731,-34.94758,-99.1,-85.9771428571429,-97.0857142857143,-94.64,-98.8375,-98.86,-99.6416666666667,-102.314,-94.4075,3,3,6,9472
-8.0491,-34.94748,-95.2871428571429,-87.8885714285714,-93.2585714285714,-85.455,-96.4925,-95.2942857142857,-92.06,-96.518,-96.3575,3,2,6,9022
-8.04874,-34.94717,-96.8642857142857,-85.9185714285714,-100.48,-81.63,-96.4925,-94.7016071428571,-96.175,-98.844,-96.3575,3,2,6,9101
-8.05204,-34.95028,-88.6585714285714,-92.6071428571429,-93.0442857142857,-87.26,-89.815,-84.8228571428571,-96.37,-95.754,-93.97,4,3,4,8103
-8.05641,-34.95072,-91.2185714285714,-91.4785714285714,-91.9266666666666,-90.72,-87.535,-82.9885714285714,-91.19,-93.64,-95.73,6,3,3,6815
-8.05624,-34.9507,-91.2185714285714,-92.1571428571429,-91.9266666666666,-90.59,-91.41,-81.7485714285714,-92.96,-91.38,-96.3725,6,3,3,6852
-8.0481,-34.94745,-97.94,-98.6,-96.4,-90.795,-97.685,-100.962857142857,-105.435,-102.064,-96.92,3,3,6,9349
-8.05839,-34.95003,-97.25,-93.2814285714286,-93.5628571428571,-97.5,-76.55,-83.0957142857143,-94.0333333333333,-82.304,-96.2325,7,4,4,6705
-8.05512,-34.95325,-88.28,-95.5728571428572,-92.2842857142857,-94.4,-91.135,-82.2,-76.5,-78.13,-95.6025,6,4,2,7367
-8.05497,-34.95929,-77.45,-100.288571428571,-84.01,-95.72,-100.225,-82.7714285714286,-81.2233333333333,-89.368,-61.21,6,7,1,7397
-8.05548,-34.95583,-92.5685714285714,-98.5685714285714,-91.76,-96.1983333333333,-89.215,-90.0914285714286,-80.6271428571429,-80.44,-86.58,6,5,1,7148
-8.05228,-34.94829,-87.1914285714286,-86.2314285714286,-89.5042857142857,-68.92,-81.5075,-82.48,-87.37,-92.514,-97.255,5,2,5,7958
-8.05396,-34.94824,-92.422619047619,-90.2421428571429,-93.0646428571429,-84.58,-84.615,-90.97,-91.3383333333333,-93.248,-97.255,5,2,5,7622
-8.05177,-34.94883,-89.4871428571429,-91.0428571428572,-90.0514285714286,-72.5,-87.5675,-78.13,-92.7516666666667,-93.306,-97.6,4,2,5,8288
-8.04845,-34.95234,-69.26,-83.76,-71.45,-82.76,-87.8,-87.9657142857143,-88.125,-98.012,-96.7175,2,4,4,9241
-8.05844,-34.94988,-92.9942857142857,-92.9457142857143,-93.5628571428571,-97.56,-76.4875,-96.75,-94.0333333333333,-81.78,-96.2325,7,4,4,6701
-8.0485,-34.94697,-95.96,-87.5519047619048,-99.2121428571428,-83.75,-98.645,-95.7244642857143,-96.5633333333333,-104.27,-96.56,3,2,6,9214
-8.05908,-34.94773,-89.1377380952381,-90.24,-89.2058095238095,-94.115,-74.86,-71.11,-90.6719444444444,-92.7552727272727,-95.8575,8,3,5,6651
-8.05621,-34.9565,-86.22,-99.1157142857143,-91.15,-100.575,-92.505,-94.3,-86.4333333333333,-77.108,-89.6,6,6,1,6858
-8.05558,-34.95459,-92.4271428571429,-96.2,-92.5814285714286,-94.625,-92.7275,-86.45,-67.62,-73.81,-96.625,6,5,2,7058
-8.05012,-34.95372,-79.01,-96.0378571428571,-77.57,-95.905,-98.5125,-96.9014285714286,-89.18,-97.054,-99.62,3,4,3,8787
-8.04653,-34.95375,-85.33,-73.08,-75.59,-89.9,-88.91,-92.6214285714286,-82.75,-104.266,-97.22,2,5,5,9581
-8.05927,-34.9471,-91.9548809523809,-89.047012987013,-97,-94.6816666666667,-81.4455,-76.4182142857143,-91.65,-91.6292727272727,-95.8575,8,3,5,6635
-8.05135,-34.95858,-83.9357142857143,-95.0071428571429,-84.6371428571428,-97.6933333333333,-96.9575,-91.0714285714286,-89.5483333333333,-98.266,-78.38,5,7,2,8461
-8.0523,-34.94833,-85.78,-86.9428571428572,-89.5042857142857,-66.33,-76.21,-81.9228571428572,-86.9466666666667,-92.514,-97.255,5,2,5,7951
-8.05439,-34.95405,-86.97,-96.6671428571429,-91.32,-95.8385714285714,-89.27,-88.6671428571428,-94.125,-85.182,-96.55,5,4,2,7529
-8.05004,-34.95473,-82.9994285714286,-98.2553571428572,-87.8185714285714,-101.535,-97.59125,-90.6569047619048,-80.6172222222222,-99.9346666666667,-98.2552777777778,3,5,3,8802
-8.05215,-34.95979,-86.2528571428571,-97.33,-88.0357142857143,-98.85,-98.2575,-93.2846428571429,-87.45,-98.544,-75.35,6,7,2,8045
-8.05372,-34.94913,-89.0485714285714,-89.4,-88.55,-78.17,-73.67,-76.9071428571429,-90.5733333333333,-83.498,-96.72,5,2,4,7667
-8.05374,-34.94826,-91.5678571428572,-90.2421428571429,-92.7285714285714,-78.46,-75.7575,-83.8928571428571,-95.95,-92.998,-97.255,5,2,5,7665
-8.05617,-34.95082,-91.2185714285714,-91.1371428571429,-92.2171428571429,-95.35,-85.5925,-77.8614285714286,-92.96,-90.518,-96.3725,6,3,3,6872
-8.05123,-34.9598,-98.8,-95.4428571428572,-83.79,-99.26,-97.905,-91.0714285714286,-92.6466666666667,-99.194,-84.66,5,7,2,8501
-8.04851,-34.95157,-78.64,-82.57,-79.45,-91.185,-95.935,-88.5,-87.9133333333333,-98.012,-98.6525,2,4,4,9203
-8.05661,-34.95519,-95.2757142857143,-99.0514285714286,-92.62,-98.32,-91.8025,-90.8414285714286,-83.9966666666667,-68.106,-87.7225,6,5,1,6782
-8.04892,-34.95037,-89.96,-86.6171428571429,-88.7457142857143,-84.57,-91.5525,-86.7828571428571,-98.95,-97.496,-96.7925,3,3,5,9061
-8.05075,-34.95973,-90.8114285714286,-95.1142857142857,-92.2,-99.26,-93.9625,-91.3328571428572,-89.1316666666667,-102.204,-88.08,5,7,2,8614
-8.05135,-34.95985,-77.45,-95.7014285714286,-83.5285714285714,-99.26,-99.8,-91.9003571428571,-91.8083333333333,-99.194,-84.33,5,7,2,8460
-8.0553,-34.95119,-89.2542857142857,-91.8871428571428,-91.3428571428571,-83.52,-85.0975,-84.1933333333333,-91.95,-80.26,-96.7,6,3,3,7279
-8.04767,-34.95406,-88.97,-86.1371428571429,-65.83,-92.575,-86.16,-91.6621428571429,-81,-102.828,-97.8275,2,5,4,9420
-8.05223,-34.9482,-85.7057142857143,-86.2314285714286,-89.5042857142857,-64.46,-82.55375,-87.7857142857143,-89.44,-91.774,-97.6,5,2,5,7985
-8.05099,-34.9532,-90.3371428571429,-97.46,-85.5657142857143,-81.94,-90.58,-92.5371428571428,-92.66,-95.41,-97.62,4,4,3,8570
-8.05197,-34.94596,-89.47,-94.1085714285714,-93.5371428571429,-41.77,-69.34,-83.3528571428571,-90.72,-91.772,-97.6,5,1,6,8156
-8.04642,-34.95199,-77.6528571428571,-101.31,-79.64,-93.2383333333333,-99.8,-93.5842857142857,-86.68,-103.704,-96.365,1,5,5,9676
-8.05038,-34.95314,-83.19,-94.76,-87.1257142857143,-91.7,-95.135,-94.57,-94.06,-95.39,-98.2875,3,4,3,8743
-8.05523,-34.95187,-95.7028571428572,-93.55,-92.1171428571429,-90.2,-82.02,-87.0785714285714,-95.0416666666667,-77.434,-96.7,6,4,3,7309
-8.04669,-34.9538,-77.19,-87.9985714285714,-74.4914285714286,-91.3916666666667,-80.305,-91.9157142857143,-84.2116666666667,-102.43,-97.22,2,5,5,9562
-8.05618,-34.95081,-91.2185714285714,-88.03,-92.2171428571429,-91.4025,-85.5925,-78.27,-92.96,-88.71,-96.3725,6,3,3,6868
-8.05619,-34.95078,-91.2185714285714,-91.1371428571429,-92.2171428571429,-91.97,-84.9,-77.8614285714286,-92.96,-88.71,-96.3725,6,3,3,6865
-8.04851,-34.95286,-70.6871428571428,-86.45,-72.6142857142857,-90.76,-85.28,-87.4014285714286,-88.76,-95.81,-96.7675,2,4,4,9200
-8.05139,-34.95116,-86.2957142857143,-92.1557142857143,-94.85,-84.47,-91.1125,-89.8614285714286,-92.2533333333333,-95.286,-95.1975,4,3,4,8449
-8.04712,-34.94756,-96.06,-89.95,-96.4152380952381,-98.72,-101.895,-97.28375,-100.65,-101.806,-94.4075,3,3,6,9504
-8.04965,-34.94746,-87.47,-86.1,-95.8457142857143,-92.97,-92.7425,-97.3242857142857,-92.9583333333333,-95.518,-98.9125,4,2,6,8889
-8.04854,-34.95134,-79.2071428571429,-89.1914285714286,-80.01,-86.08,-94.5725,-87.66,-89.3716666666667,-98.012,-98.6525,2,4,4,9185
-8.04662,-34.95061,-83.3925,-72.848,-84.244,-90.5808333333333,-92.71,-89.9125,-90.5533333333333,-101.46,-94.4075,2,4,5,9572
-8.05191,-34.94602,-91.1428571428571,-96.3,-98.32,-45.02,-75.545,-84.71,-90.655,-91.772,-97.6,5,1,6,8205
-8.05412,-34.95356,-96.22,-96.6671428571429,-89.81,-99.6,-90.5525,-89.6957142857143,-91.3166666666667,-83.97,-95.455,5,4,2,7597
-8.05179,-34.95749,-88.1528571428571,-97.6171428571429,-90.05,-98.5116666666667,-98.52,-93.4214285714286,-71.7883333333333,-95.63,-86.43,5,6,2,8275
-8.04741,-34.94757,-104.73,-87.1842857142857,-97.5914285714286,-104.35,-98.8375,-99.2328571428571,-99.38,-102.212,-94.4075,3,3,6,9449
-8.0484,-34.95904,-81.7014285714286,-90.5971428571429,-74.89,-96.4233333333333,-96.09,-95.8557142857143,-82.31,-106.544,-87.7075,4,7,3,9268
-8.0491,-34.95664,-83.2,-94.77,-78.8171428571429,-98.6366666666667,-95.3425,-94.6814285714286,-89.895,-102.228666666667,-94.53,3,6,3,9020
-8.04816,-34.95939,-75.8714285714286,-78.89,-73.9485714285714,-96.27,-90.6425,-95.2039285714286,-83.7533333333333,-106.544,-86.96,4,7,3,9324
-8.05175,-34.95327,-83.88,-92.3028571428571,-87.26,-89.26,-88.02,-89.6385714285714,-89.205,-96.096,-95.605,4,4,3,8297
-8.05141,-34.95055,-90.7128571428571,-92.5771428571428,-90.2971428571429,-85.89,-98.91,-91.3157142857143,-93.6483333333333,-94.73,-95.9225,4,3,4,8442
-8.05646,-34.9551,-95.6614285714286,-100,-92.8257142857143,-98.8,-91.8025,-90.8414285714286,-92.14,-68.106,-91.4275,6,5,1,6803
-8.05219,-34.95661,-88.3042857142857,-98.2242857142857,-89.1857142857143,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-95.63,-86.08,5,6,2,8026
-8.0472,-34.95395,-74.45,-89.21,-76.8403571428571,-91.4786666666667,-90.3,-91.645,-69.44,-102.828,-95.695,2,5,4,9491
-8.04943,-34.94754,-96.58,-90.26,-96.1014285714286,-86.51,-92.8825,-97.0571428571428,-91.585,-96.186,-98.9125,4,2,6,8949
-8.05164,-34.94961,-85.08,-92.9028571428571,-90.2,-70.38,-76.76,-87.0842857142857,-91.9416666666667,-96.142,-97.7875,4,2,4,8348
-8.05549,-34.95573,-94.4742857142857,-99.04,-99.54,-96.1983333333333,-89.215,-91.9514285714286,-78.5,-69.954,-86.83,6,5,1,7143
-8.05752,-34.95288,-93.6614285714286,-93.8528571428571,-91.4928571428571,-96.65,-83.4175,-97.79,-91.95,-78.104,-93.22,7,4,3,6740
-8.05258,-34.95337,-85.97,-98.9328571428571,-86.8542857142857,-100.57,-101.45,-96.5828571428571,-98.395,-97.514,-95.605,4,4,2,7896
-8.05563,-34.95384,-98.16,-96.1742857142857,-91.5971428571429,-99.73,-94.97,-94.8442857142857,-77.5566666666667,-72.218,-94.59,6,5,2,7019
-8.05837,-34.9501,-92.9942857142857,-92.74,-93.5628571428571,-97.5,-76.4875,-73.48,-95.91,-82.304,-96.2325,7,4,4,6706
-8.05426,-34.95596,-90.8004761904762,-97.3871428571429,-91.59,-101.954166666667,-101.5175,-95.8157142857143,-81.195,-81.3505714285714,-84.65,5,5,1,7562
-8.05203,-34.95047,-89.58,-89.2,-91.9257142857143,-83.13,-93.2125,-87.6114285714286,-87.74,-95.72,-93.97,4,3,4,8107
-8.04778,-34.95067,-80.51,-79.32,-90.02,-85.08,-92.5125,-90.5414285714286,-86.005,-98.098,-94.4075,2,4,5,9408
-8.05541,-34.95606,-94.42,-98.5685714285714,-90.78,-96.1066666666667,-93.725,-90.53,-88.5316666666667,-75.2244,-94.17,6,5,1,7206
-8.05111,-34.9506,-89.6171428571429,-91.83,-90.6942857142857,-86.77,-93.74,-88.9028571428571,-93.5516666666667,-95.582,-96.5925,4,3,4,8542
-8.05776,-34.94647,-88.6514285714286,-79.73,-89.0357142857143,-90.05,-67.6155,-62.36,-88.3516666666667,-88.8652727272727,-96.755,7,2,6,6731
-8.05936,-34.94682,-90.9177380952381,-87.7955844155844,-92.05,-95.1316666666667,-78.148,-87.18,-90.4619444444444,-90.5772727272727,-95.8575,8,3,6,6628
-8.04663,-34.95058,-88.15,-74.5251904761905,-83.585,-91.83,-92.71,-91.9132142857143,-90.5533333333333,-98.898,-94.4075,2,4,5,9570
-8.04954,-34.95508,-80.5364285714286,-94.02,-84.95,-99.55,-99.62,-96.09,-80.885,-99.9346666666667,-102.2175,3,5,3,8918
-8.05151,-34.94779,-94.45,-93.7,-95.8114285714286,-73.88,-90.64,-91.9971428571429,-95.1083333333333,-98.464,-97.6,4,2,5,8402
-8.05216,-34.94806,-86.2271428571429,-87.28,-87.8857142857143,-58.09,-72.72,-81.9957142857143,-89.7716666666667,-90.792,-97.6,5,2,5,8041
-8.05659,-34.95519,-95.2757142857143,-99.0514285714286,-92.62,-98.32,-91.8025,-90.8414285714286,-83.9966666666667,-66.38,-89.54,6,5,1,6787
-8.05444,-34.9562,-92.8761904761905,-98.7371428571429,-89.9028571428571,-101.7375,-101.5175,-98.22,-78.3476666666667,-79.06,-95.28,6,5,1,7504
-8.05224,-34.94821,-85.7057142857143,-86.2314285714286,-89.5042857142857,-69.48,-82.55375,-86.49,-86.9,-91.774,-97.6,5,2,5,7978
-8.05546,-34.95369,-88.4871428571429,-96.38,-96.73,-96.075,-90.1225,-95.79,-88.07,-81.34,-93.4,6,4,2,7175
-8.05536,-34.9537,-87.0821428571428,-96.14,-84.82,-94.905,-90.0925,-91.94,-83.185,-79.23,-93.745,6,4,2,7250
-8.05184,-34.94785,-97.9,-94.0985714285714,-89.4328571428571,-57.565,-71.6175,-71.38,-91.2766666666667,-97.924,-97.6,4,2,5,8248
-8.05052,-34.95393,-93.21,-98.6764285714286,-93.77,-97.2833333333333,-96.36,-97.66,-87.395,-98.048,-94.28,3,5,3,8677
-8.05521,-34.95215,-93.34,-95.6671428571428,-90.59,-89.26,-87.65,-91.45,-93.14,-80.38,-96.3725,6,4,3,7324
